id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fnetworking-sfc~master~Idd2a06dd76d0ad081915bc1e9d83224c9ac47bd4,openstack/networking-sfc,master,,Idd2a06dd76d0ad081915bc1e9d83224c9ac47bd4,Remove log translations,ABANDONED,2017-03-21 06:57:27.000000000,2017-03-30 17:38:57.000000000,,58,68,1,447894,e47fc038b380a2b7488858268696e4f630ac62dd,7,3,1,10,23823,Duan Jiong,duanjiong,"Remove log translations

Log messages are no longer being translated. This removes all use of
the _LE, _LI, and _LW translation markers to simplify logging and to
avoid confusion with new contributions.

See:
http://lists.openstack.org/pipermail/openstack-i18n/2016-November/002574.html
http://lists.openstack.org/pipermail/openstack-dev/2017-March/113365.html

Change-Id: Idd2a06dd76d0ad081915bc1e9d83224c9ac47bd4
"
openstack%2Fironic-inspector~master~I53ca59094e78c3966e82e4960a143bbc86fb90f8,openstack/ironic-inspector,master,modify_doc,I53ca59094e78c3966e82e4960a143bbc86fb90f8,Update the url of ironic inspection documentation,MERGED,2017-03-30 00:56:54.000000000,2017-03-30 17:35:34.000000000,2017-03-30 17:35:34.000000000,1,1,0,451609,392ba0bc5f5184f562837a69b86480bb5d7ada27,7,3,1,1,9610,Tao Li,Litao,"Update the url of ironic inspection documentation

The url is invalid for ironic inspection documentation, so change it
to a new valid url.

Change-Id: I53ca59094e78c3966e82e4960a143bbc86fb90f8
"
openstack%2Fpython-tripleoclient~master~I208b14fef721d0fcdb2e340cb5237d590e832a98,openstack/python-tripleoclient,master,cli-multi-message,I208b14fef721d0fcdb2e340cb5237d590e832a98,Support multiple messages from configure_manageable_nodes,MERGED,2017-03-16 08:03:57.000000000,2017-03-30 17:34:40.000000000,2017-03-30 17:34:40.000000000,7,11,0,446338,67b4beb66c56b3f2d02f952b602bfa5b0a45af07,44,6,6,3,9712,Dougal Matthews,dougal,"Support multiple messages from configure_manageable_nodes

This updates the workflow wrapper to use the multiple message interface.

Change-Id: I208b14fef721d0fcdb2e340cb5237d590e832a98
Partial-Bug: #1646887
"
openstack%2Fpython-tripleoclient~master~I4b807b0e8d13f75193e33cffab77e4df74e05b5b,openstack/python-tripleoclient,master,cli-multi-message,I4b807b0e8d13f75193e33cffab77e4df74e05b5b,Support multiple messages from configure workflow,MERGED,2017-03-16 08:03:57.000000000,2017-03-30 17:33:38.000000000,2017-03-30 17:33:38.000000000,13,12,0,446337,6d39eb5e943b566ad0b0604755fabcc09e3957b5,41,5,6,4,9712,Dougal Matthews,dougal,"Support multiple messages from configure workflow

This updates the workflow wrapper to use the multiple message interface.

Change-Id: I4b807b0e8d13f75193e33cffab77e4df74e05b5b
Partial-Bug: #1646887
"
openstack%2Fpython-tripleoclient~master~I05f303649664b19ff932b6928b93a64c7636db71,openstack/python-tripleoclient,master,cli-multi-message,I05f303649664b19ff932b6928b93a64c7636db71,Support multiple messages from provide_manageable_nodes,MERGED,2017-03-15 17:26:46.000000000,2017-03-30 17:33:22.000000000,2017-03-30 17:33:22.000000000,7,22,0,446081,165c0a0c04dda9d930e868b7dd43478a106d209e,45,4,7,4,9712,Dougal Matthews,dougal,"Support multiple messages from provide_manageable_nodes

This updates the workflow wrapper to use the multiple message interface.

Change-Id: I05f303649664b19ff932b6928b93a64c7636db71
Partial-Bug: #1646887
"
openstack%2Ftripleo-common~master~I85d6a2be597477ff74ba72ffa4c4aefc42c0df3c,openstack/tripleo-common,master,bug/1673459,I85d6a2be597477ff74ba72ffa4c4aefc42c0df3c,Fix broken command prompt,MERGED,2017-03-28 17:16:29.000000000,2017-03-30 17:30:29.000000000,2017-03-30 17:30:29.000000000,14,6,2,450899,2d376f13674bf899cbe9b32d71cd7ecdfb1219e5,19,4,5,3,7144,James Slagle,slagle,"Fix broken command prompt

Interactive editing of the command line was broken due to the usage of
$PROMPT_COMMAND. The cursor would often be placed at the wrong location
when editing history due to prompt length confusion. We already had the
OS_CLOUDNAME variable for this purpose, and I took the prompt setting
logic from what we previously used in tripleo-incubator:

http://git.openstack.org/cgit/openstack/tripleo-incubator/tree/cloudprompt

Change-Id: I85d6a2be597477ff74ba72ffa4c4aefc42c0df3c
Partial-Bug: #1673459
"
openstack%2Fironic~master~Ia35f4f6250accee201a3ea2e2ba49772f672142a,openstack/ironic,master,,Ia35f4f6250accee201a3ea2e2ba49772f672142a,Docs: bump tempest microversion caps after branching,MERGED,2017-03-30 12:56:30.000000000,2017-03-30 17:26:12.000000000,2017-03-30 17:26:12.000000000,3,4,0,451802,75f3b3a5ec08f48e82926c7a06aec9922897fb1e,8,4,1,1,10343,Jim Rollenhagen,jimrollenhagen,"Docs: bump tempest microversion caps after branching

These should remain uncapped on master, so we should update the caps
after branching, and only on the stable branch.

Change-Id: Ia35f4f6250accee201a3ea2e2ba49772f672142a
"
openstack%2Fopenstack-ansible-os_trove~master~I8a1fd0a851b932f8ee853866155e968824ed5fb8,openstack/openstack-ansible-os_trove,master,add_os_public_proto,I8a1fd0a851b932f8ee853866155e968824ed5fb8,Fix Trove URIs,MERGED,2017-03-30 14:23:00.000000000,2017-03-30 17:25:23.000000000,2017-03-30 17:21:33.000000000,9,3,0,451843,277c454e80bfc21834356969a2d3d48b5ca969f5,8,3,1,2,8662,Kyle L. Henderson,kyleh,"Fix Trove URIs

The openstack service uris protocol variables were not being used
to set the Trove specific uris. This resulted in 'http' always being
used for the public, admin, and internal uris even when 'https' was
intended.

Change-Id: I8a1fd0a851b932f8ee853866155e968824ed5fb8
"
openstack%2Fpuppet-openstack-integration~stable%2Focata~I8a5e9ade62111db00d5074db03ecdf732156debc,openstack/puppet-openstack-integration,stable/ocata,disable-mistral-tempest,I8a5e9ade62111db00d5074db03ecdf732156debc,Disable mistral v2 tempest tests,MERGED,2017-03-30 14:40:26.000000000,2017-03-30 17:21:22.000000000,2017-03-30 17:21:22.000000000,3,1,0,451850,c2e24935a589bad3f0871bf3bce4735b73cbb6b4,12,3,2,1,16312,Alfredo Moralejo,amoralej,"Disable mistral v2 tempest tests

RDO has been hitting https://bugs.launchpad.net/mistral/+bug/1671505
in RDO-CI around 50% of the runs for ocata jobs recently. I'm proposing to
disable it until we get it fixed.

Change-Id: I8a5e9ade62111db00d5074db03ecdf732156debc
"
openstack%2Fcinder~master~Ieba87c6725f07564fd5a69674602eb3ca6200db3,openstack/cinder,master,remove_cg_from_manager,Ieba87c6725f07564fd5a69674602eb3ca6200db3,Remove unused CG code,MERGED,2017-03-15 15:44:54.000000000,2017-03-30 17:16:09.000000000,2017-03-30 14:32:00.000000000,430,3312,4,446018,c979bdac87d5e97a5b3e2cb7ad2d6a26b505a99c,177,50,7,23,6491,xing-yang,xing-yang,"Remove unused CG code

There are CG related code in api, scheduler, and manager that are
no longer invoked in Pike. This is because we will force users to
migrate all existing CGs and CGsnapshots to the new generic volume
groups tables when they upgrade to Pike. CG CLI and API are still
supported in Pike. They will be re-directed to create/modify
entries in generic volume groups tables instead.

Database and versioned object related code are still kept for now
because there are still drivers referencing them.

Change-Id: Ieba87c6725f07564fd5a69674602eb3ca6200db3
"
